DateTime [UTC],BandStart_Latitude,BandStart_Longitude,BandMidpoint_Latitude,BandMidpoint_Longitude,BandEnd_Latitude,BandEnd_Longitude,BandIntensity [dBZ],BandAz_LO1 [deg],BandRng_LO1 [km],WaterTemp_Ontario [degC],IceCover_Ontario [%],IceCover_Huron [%],IceCover_Erie [%],z_925mb [m],T_925mb [degC],dT/dz_water-925hPa [degC/km],RH_925mb [%],u_925mb [kt],v_925mb [kt],z_850mb [m],T_850mb [degC],dT/dz_water-850hPa [degC/km],RH_850mb [%],u_850mb [kt],v_850mb [kt],bulkshear_925-850hPa [kt],z_700mb [m],T_700mb [degC],dT/dz_water-700hPa [degC/km],RH_700mb [%],u_700mb [kt],v_700mb [kt],bulkshear_925-700hPa [kt],z_500mb [m],T_500mb [degC],RH_500mb [%],u_500mb [kt],v_500mb [kt],bulkshear_925-500hPa [kt]
2016-01-11 15:00:00,43.714344,-76.214737,43.759645525,-75.49478335000002,43.8009,-74.602592,36.0,83.36023396743519,96.64474722071623,5.19,0.7,7.3,0.19,695.48,-11.69,24.271007074250875,50.56,31.33,3.82,1336.92,-16.14,12.626035963258833,65.7,42.03,-3.32,49.0,2767.25,-26.49,6.09991869184208,37.25,45.34,-0.06,44.39,5170.78,-33.98,4.6,75.16,24.23,10.04
2016-01-11 16:00:00,43.634647,-76.206688,43.6779955,-75.43488831578948,43.731091,-74.530273,31.5,88.62150335014091,96.79934060544704,5.19,0.7,7.3,0.19,698.15,-11.51,23.920360953949725,50.98,33.55,5.05,1339.88,-16.05,12.463802728602559,64.64,40.01,-2.02,50.3,2769.29,-27.61,6.030426571431667,41.41,41.09,-0.69,48.42,5160.16,-34.37,4.79,70.83,10.61,32.44
2016-01-11 17:00:00,43.65601,-76.18483,43.676972175,-75.45750372500002,43.705162,-74.596954,28.0,87.25168905546036,98.60742626400723,5.19,0.7,7.3,0.19,700.18,-11.39,23.679625239224205,51.21,34.0,5.24,1341.7,-16.62,12.357456957591117,63.73,38.87,-1.25,49.85,2768.61,-27.11,5.988564658799904,26.32,41.36,-4.74,54.79,5162.92,-34.61,4.9,68.1,6.14,39.4
2016-01-11 18:00:00,43.650661,-76.192131,43.66577590196077,-75.33431568627452,43.691109,-74.28106700000002,16.5,87.58759797606938,98.00268251753359,5.19,0.7,7.3,0.19,699.76,-11.12,23.307991311306733,46.76,29.92,4.54,1341.69,-16.52,12.156310325037824,53.61,34.57,0.19,42.04,2767.94,-27.49,5.8924687673865765,40.99,39.24,-8.89,54.89,5167.31,-33.04,4.2,73.72,-2.15,45.35
2016-01-11 19:00:00,43.629433,-76.184608,43.647810382978726,-75.53610110638297,43.642853,-74.767036,5.5,88.96801491249545,98.57142784566382,5.19,0.7,7.3,0.19,703.52,-10.74,22.643279508755967,46.19,32.1,7.26,1346.88,-15.89,11.827334283677832,50.59,32.19,-0.04,45.45,2775.92,-26.8,5.738638001095132,44.62,38.95,-10.66,60.47,5184.24,-31.46,6.16,81.38,-3.16,49.87
2016-01-11 20:00:00,43.618736,-76.199203,43.63581343478261,-75.4338078695652,43.657799,-74.64924599999998,10.5,89.66496807532873,97.40067590010322,5.19,0.7,7.3,0.19,709.43,-10.43,22.017676162553037,36.76,32.5,8.21,1353.59,-15.6,11.539683360544924,63.11,30.74,-1.5,48.08,2783.66,-26.31,5.611317474116811,40.91,38.03,-8.91,58.56,5206.51,-28.4,11.19,95.85,-7.01,55.88
2016-01-11 21:00:00,43.661259,-76.19957,43.68802129268293,-75.48753709756095,43.711525,-74.714516,25.0,86.8857132852595,97.44451847661051,5.19,0.7,7.3,0.19,718.96,-11.2,22.796817625458996,34.65,30.86,4.51,1361.3,-16.3,12.039961801219423,44.04,28.89,-1.52,45.79,2787.33,-26.06,5.880179239630758,30.24,39.53,-3.2,48.17,5226.35,-27.69,17.61,89.72,-10.09,57.91
2016-01-11 22:00:00,43.698498,-76.192543,43.72739666666667,-75.30583082051281,43.787212,-74.31564300000002,27.0,84.4870008839017,98.2592365338817,5.19,0.7,7.3,0.19,727.83,-11.29,22.64265006938433,42.77,33.15,2.94,1369.73,-16.55,12.031568265278558,55.59,29.64,-1.53,49.04,2795.54,-25.31,5.895104344777754,26.31,38.8,-4.82,53.7,5243.76,-27.53,25.46,84.82,-4.03,52.58
2016-01-11 23:00:00,43.719727,-76.20008100000003,43.761673230769226,-75.33772653846151,43.767136,-74.419167,25.0,83.08161229095197,97.87747575751878,5.19,0.7,7.3,0.19,735.28,-11.07,22.11402458927212,49.5,30.42,4.49,1377.51,-16.76,11.80390704967659,63.99,26.62,-2.05,45.92,2805.45,-23.98,5.795861626477036,24.85,37.85,-8.08,54.45,5256.53,-28.06,37.3,76.54,1.75,40.55
2016-01-12 00:00:00,43.762218,-76.207809,43.768479055555545,-75.41735352777778,43.757813,-74.544487,17.5,80.29351871108616,97.87695664043369,5.05,0.89,7.18,5.32,732.7,-11.04,21.959874437013784,56.22,27.53,5.93,1375.16,-16.72,11.700456674132463,60.34,26.32,-3.11,43.33,2809.61,-22.29,5.726773466780086,20.7,35.35,-7.3,49.26,5267.66,-28.35,49.76,73.12,5.41,31.28
2016-01-12 01:00:00,43.74099,-76.200264,43.80271019565218,-75.3923747826087,43.82159,-74.543274,4.5,81.7088940755318,98.14140265407256,5.05,0.89,7.18,5.32,737.42,-11.39,22.293943749830493,55.61,26.46,5.13,1378.81,-17.08,11.9233251862113,57.15,23.94,-3.57,42.47,2816.46,-21.51,5.837114675869709,20.72,36.06,-5.57,45.3,5270.14,-29.78,49.79,71.89,4.22,31.45
2016-01-12 02:00:00,43.751587,-76.20770999999998,43.80523035135135,-75.58603048648648,43.892719,-74.77059200000002,12.5,80.9786963879002,97.70951973104341,5.05,0.89,7.18,5.32,739.58,-11.02,21.728548635712162,58.0,25.89,5.02,1382.32,-16.42,11.62538341339198,56.79,20.29,-1.81,39.17,2825.52,-20.06,5.687448682012515,18.49,41.32,-0.5,37.32,5282.23,-30.34,52.32,67.02,7.41,26.13
2016-01-12 03:00:00,43.783443,-76.215355,43.83078769565218,-75.81522608695653,43.853466,-75.40514399999998,21.5,78.8715452837044,97.67282540814828,5.05,0.89,7.18,5.32,740.53,-11.24,21.99775836225406,65.44,22.83,4.73,1382.67,-16.72,11.781553082080322,60.23,17.46,0.06,32.2,2827.97,-19.01,5.76031570349049,14.02,37.58,0.75,31.23,5287.13,-30.34,52.31,61.6,11.98,15.34
2016-01-12 04:00:00,43.77813,-76.21530899999998,43.790777588235294,-75.9524787647059,43.790001,-75.633698,8.0,79.21303669675686,97.57259701417736,5.05,0.89,7.18,5.32,740.83,-11.45,22.272316185899598,69.82,18.76,5.05,1381.87,-17.15,11.940341710870053,66.62,15.4,1.75,24.06,2830.19,-17.99,5.829997279334603,11.24,36.05,-0.61,27.39,5293.45,-29.79,50.77,61.44,13.65,7.23
2016-01-12 05:00:00,43.937943,-76.135544,43.9372304,-75.80891575000003,43.917271,-75.412224,30.5,70.49857822421895,108.18007317308371,5.05,0.89,7.18,5.32,739.69,-11.24,22.022739255634114,80.02,17.93,6.24,1381.7,-16.65,11.789824129695301,75.3,16.5,7.9,14.18,2834.22,-17.37,5.7476130999005015,7.49,37.08,4.98,18.31,5293.49,-30.43,53.28,59.57,16.36,2.22
2016-01-12 06:00:00,44.017757,-76.11398299999998,44.024365785714295,-75.85000435714286,44.029102,-75.522621,22.5,66.50952610013584,112.91809973793772,5.05,0.89,7.18,5.32,733.55,-11.2,22.15254583872947,75.96,15.0,5.91,1376.42,-15.95,11.80598945089435,96.81,15.15,12.28,3.85,2834.08,-16.8,5.733783097160279,12.88,37.77,9.17,8.24,5295.45,-30.21,56.67,56.43,18.84,5.43
2016-01-12 07:00:00,44.128372,-76.329559,44.117902923076926,-76.09705807692309,44.119461,-75.840767,16.0,56.49311213438597,103.34915203836277,5.05,0.89,7.18,5.32,729.72,-11.18,22.241407663213288,69.14,9.76,7.34,1373.33,-15.03,11.817989849489926,64.12,16.23,14.2,6.28,2835.58,-16.98,5.723696739291433,21.82,36.99,11.5,2.46,5294.08,-30.94,62.36,52.72,17.56,11.03
2016-01-13 18:00:00,43.344383,-76.686577,43.28600159999999,-76.48709206666669,43.187836,-76.268417,23.5,117.45371184596901,65.87913555265656,4.96,0.87,9.91,7.04,704.06,-16.37,30.295713433514194,73.68,1.86,-0.92,1337.38,-19.6,15.94909449819797,82.72,13.61,9.25,10.45,2757.72,-25.7,7.734650363343633,74.09,28.06,4.19,3.3,5155.82,-35.23,13.03,57.38,-26.65,40.32
2016-01-13 19:00:00,43.39296,-76.599602,43.23681365789474,-76.00288247368421,43.060879,-75.226845,19.5,110.84064718832286,70.01677539748917,4.96,0.87,9.91,7.04,697.99,-16.15,30.243986303528704,78.29,-0.98,1.74,1331.83,-19.31,15.850371293633573,98.77,17.03,7.53,12.03,2753.64,-25.14,7.6662163536264725,58.74,28.12,-0.17,1.15,5158.33,-34.36,15.36,62.39,-27.89,38.06
2016-01-13 20:00:00,43.468407,-76.461586,43.37243464285715,-76.22655428571429,43.236973,-75.904083,24.0,102.10856357620469,78.22434707511971,4.96,0.87,9.91,7.04,691.51,-15.28,29.26928027071192,85.71,-2.41,6.62,1326.51,-19.1,15.258083240985743,98.9,15.81,11.9,20.24,2749.02,-24.98,7.362623771380346,98.46,24.55,3.4,8.22,5159.2,-33.53,22.54,64.81,-22.53,28.45
2016-01-13 21:00:00,43.522991,-76.213043,43.46601853846154,-76.00308461538461,43.380703,-75.729088,21.0,95.96999306265407,96.96489957484671,4.96,0.87,9.91,7.04,687.34,-14.39,28.152006285099077,87.06,-0.96,12.0,1323.46,-18.88,14.620766777991024,99.08,18.22,15.58,23.39,2749.12,-24.43,7.038615993481551,77.78,32.4,-2.7,2.46,5165.91,-33.6,71.44,69.45,-20.29,27.34
2016-01-13 22:00:00,43.554985,-76.191315,43.459455764705865,-75.76872935294121,43.284554,-75.349312,24.5,93.79211254570431,98.35273403777404,4.96,0.87,9.91,7.04,685.68,-13.77,27.315949130789875,88.48,3.87,18.35,1322.75,-18.48,14.15989415989416,98.81,21.37,12.98,12.88,2751.8,-23.35,6.806453957409695,72.93,38.22,-7.05,15.44,5167.03,-33.82,72.38,68.97,-17.91,30.8
2016-01-13 23:00:00,43.624084,-76.19191,43.56530115,-75.88753519999999,43.433693,-75.480255,23.0,89.31445786791458,97.98393037969124,4.96,0.87,9.91,7.04,682.81,-13.73,27.372182598380228,87.03,9.9,17.39,1320.41,-18.15,14.154694375231935,98.87,19.6,2.29,10.76,2751.2,-22.83,6.79339924396627,73.87,38.41,-9.08,26.84,5167.3,-33.65,73.55,66.92,-12.88,32.22
2016-01-14 00:00:00,43.735676,-76.200218,43.63451872727273,-75.82440663636366,43.518555,-75.392014,19.5,82.05125737217098,98.07019425591598,4.82,0.91,9.35,8.37,678.8,-13.04,26.311137301119622,87.45,10.84,20.49,1319.11,-16.71,13.539431889683195,85.19,17.62,6.19,6.58,2753.56,-22.54,6.486148840047067,76.64,36.97,-6.47,24.48,5175.0,-32.95,74.56,65.24,-13.77,34.8
2016-01-14 01:00:00,43.89539,-76.142593,43.79785805882353,-75.82973270588234,43.688885,-75.508812,14.5,72.81912110007131,106.22254475929384,4.82,0.91,9.35,8.37,676.95,-12.74,25.939877391240124,88.0,15.9,23.86,1318.35,-16.26,13.319679902908941,98.25,20.98,10.04,8.29,2753.69,-23.05,6.37689790789813,78.51,33.64,-6.48,31.65,5175.21,-32.78,97.65,60.55,-15.32,44.15
2016-01-14 02:00:00,43.666607,-76.192268,43.793238962962974,-75.86060725925925,43.933388,-75.500725,19.0,86.55235434086602,98.05628616167986,4.82,0.91,9.35,8.37,666.94,-12.91,26.584100518787295,88.99,16.37,25.54,1308.46,-15.74,13.550280482399158,98.58,28.12,8.01,11.82,2746.56,-23.52,6.4553477804963295,91.41,30.43,-5.51,30.94,5170.37,-33.07,98.09,62.42,-9.71,36.88
2016-01-14 03:00:00,43.725075,-76.19277199999998,43.9214158,-75.85797604,44.103329,-75.418785,16.0,82.77411101611918,98.52549691739715,4.82,0.91,9.35,8.37,662.3,-12.56,26.241884342443004,88.58,19.64,24.89,1305.41,-15.12,13.313824775357933,98.64,28.97,8.65,15.54,2744.47,-23.39,6.332734553483917,90.52,29.96,-2.85,31.81,5166.46,-34.0,91.22,63.81,-8.62,39.97
2016-01-14 04:00:00,43.703781,-76.19994399999999,43.83924090476191,-75.81329014285714,44.007481,-75.352692,24.5,84.11550211363286,97.71655902035137,4.82,0.91,9.35,8.37,657.83,-12.16,25.81213991456759,88.86,22.78,23.51,1301.77,-15.08,13.043778854943655,98.13,30.94,7.79,21.2,2744.08,-22.99,6.1878662429666775,90.57,28.98,-1.9,34.9,5160.29,-34.9,82.51,59.25,-6.12,40.87
2016-01-14 05:00:00,43.74099,-76.200264,43.76829522222222,-75.9334182222222,43.78465300000001,-75.582161,24.0,81.7088940755318,98.14140265407256,4.82,0.91,9.35,8.37,653.9,-12.03,25.768466126319016,89.12,20.5,19.83,1298.24,-15.06,12.979110179935914,83.46,25.58,1.48,26.9,2739.75,-23.64,6.150196185783375,90.82,25.26,-4.72,35.67,5152.23,-34.84,38.16,54.67,-5.55,36.84
2016-01-14 06:00:00,43.88998400000001,-76.16468,43.68595547999999,-75.80164528000002,43.412361,-75.443741,20.0,72.86292127032826,104.35637800068527,4.82,0.91,9.35,8.37,650.17,-11.92,25.747112293707804,89.6,20.46,17.8,1294.78,-14.73,12.928837331438547,82.19,23.79,-0.59,29.77,2737.68,-23.37,6.1146664328920854,79.45,21.92,-5.3,36.43,5152.71,-33.99,17.01,50.16,-8.1,40.39
2016-01-14 07:00:00,43.943287,-76.128204,43.78142977777779,-75.84361299999998,43.508083,-75.465347,22.0,70.30117898033667,108.92685760191613,4.82,0.91,9.35,8.37,647.24,-11.42,25.09115629441938,88.37,20.63,15.97,1293.43,-13.9,12.555762584755264,70.5,23.08,-0.88,30.42,2740.68,-22.72,5.925536728111273,79.54,22.86,-3.96,34.78,5159.7,-32.77,14.32,48.77,-12.43,46.75
2016-01-14 08:00:00,44.028362,-76.121452,43.96975413636364,-75.78749095454545,43.874729,-75.405045,21.0,65.84054276898567,112.8275937456064,4.82,0.91,9.35,8.37,649.92,-10.86,24.126046282619402,85.24,19.28,13.01,1296.66,-13.82,12.092607159933983,68.1,20.95,-4.43,33.53,2743.88,-22.92,5.714535621091301,78.19,23.27,-8.01,38.59,5161.89,-32.58,16.41,47.24,-16.36,50.4
2016-01-14 09:00:00,44.049564,-76.136398,44.074879411764705,-75.82184770588233,44.114052,-75.463165,20.5,64.50014607259523,112.6925168188146,4.82,0.91,9.35,8.37,643.33,-9.95,22.95866817962787,89.66,18.6,11.82,1291.58,-13.47,11.435606001951099,79.48,19.22,-5.84,34.56,2741.63,-22.37,5.38730609163162,87.54,29.66,-6.62,35.67,5168.39,-31.65,25.41,48.35,-19.6,54.02
2016-01-14 10:00:00,44.033707,-76.114098,44.1186136,-75.85686700000001,44.225849,-75.588852,22.0,65.6823759035188,113.60236753579213,4.82,0.91,9.35,8.37,648.88,-9.54,22.130440143015658,88.62,20.48,11.4,1296.94,-13.8,11.072216139528429,99.41,21.71,-4.36,35.13,2747.02,-22.28,5.227482872348945,78.4,30.97,-11.81,45.66,5180.12,-31.76,25.34,45.86,-22.19,60.34
2016-01-14 11:00:00,44.038994,-76.12152900000002,44.1106329375,-75.86833106249998,44.215164,-75.536957,22.0,65.29038774696603,113.29385165067734,4.82,0.91,9.35,8.37,652.96,-9.4,21.77775055133546,92.46,22.91,11.6,1300.99,-14.03,10.930137818123121,99.18,30.67,-2.71,36.23,2749.67,-21.47,5.171529674470028,59.16,31.36,-11.97,49.33,5195.29,-31.35,22.16,50.38,-26.6,70.02
2016-01-14 12:00:00,44.017643,-76.143547,44.16791485,-75.81311115,44.32658,-75.417801,20.0,66.0457401031475,110.73588724202793,4.82,0.91,9.35,8.37,654.76,-9.8,22.328792229213757,91.07,16.74,0.5,1300.75,-14.93,11.239669421487603,99.08,16.82,-6.36,32.67,2750.33,-20.1,5.315725749273724,28.13,33.1,-10.47,38.48,5206.0,-30.17,13.38,58.12,-30.18,66.35
2016-01-14 13:00:00,43.985722,-76.150688,44.16098864999999,-75.7945248,44.3158,-75.358414,30.0,67.64569756736503,108.86272453678205,4.82,0.91,9.35,8.37,659.66,-11.2,24.285237849801415,83.96,4.22,-12.65,1303.15,-15.38,12.293289337374821,83.58,16.21,-4.94,12.95,2753.02,-19.35,5.8190641550006905,16.31,34.05,-10.19,20.38,5218.13,-28.91,11.06,64.87,-32.45,51.86
2016-01-14 14:00:00,43.682487,-76.20710799999998,44.017108375,-75.7935597916667,44.36882,-75.313507,26.0,85.47850411340734,96.96228436485842,4.82,0.91,9.35,8.37,667.36,-11.9,25.053943898345715,80.28,4.2,-8.77,1310.51,-15.27,12.75839177114253,70.44,21.3,0.43,5.33,2762.67,-18.63,6.052116249859737,17.06,35.24,-11.33,21.96,5237.09,-27.57,14.75,67.93,-35.42,56.03
2016-01-14 15:00:00,43.719761,-76.19272600000002,43.694262285714295,-75.8177424285714,43.53466,-75.46525600000002,28.5,83.11583440574991,98.46524799029959,4.82,0.91,9.35,8.37,677.43,-12.11,24.991512038144162,75.16,4.26,-7.89,1320.36,-15.46,12.822260595595141,71.34,23.37,-0.61,6.89,2772.32,-18.09,6.1067986379638715,14.68,35.55,-11.94,22.91,5255.63,-26.49,20.41,71.38,-36.09,57.06
2016-01-14 16:00:00,43.77285,-76.207901,43.836691857142846,-75.81666490476192,43.885181,-75.338615,26.0,79.61076905923746,98.0589147130344,4.82,0.91,9.35,8.37,682.16,-11.88,24.48106016183887,71.82,4.24,-6.51,1325.33,-15.49,12.600635313469102,73.71,21.31,-0.24,6.34,2779.84,-16.84,6.007540002302291,10.49,35.41,-11.51,22.27,5274.64,-26.1,35.06,70.71,-33.15,52.88
2016-01-14 17:00:00,43.719761,-76.19272600000002,43.84147263333333,-75.50709796666666,43.723087,-74.83201600000002,29.0,83.11583440574991,98.46524799029959,4.82,0.91,9.35,8.37,681.01,-11.22,23.553251787785786,77.04,4.94,-4.62,1325.13,-15.28,12.104472768709483,99.46,19.03,0.06,6.9,2783.42,-15.84,5.762694814293208,8.45,39.46,-12.68,24.92,5283.04,-25.91,56.59,69.39,-30.26,49.78
2016-01-14 18:00:00,43.645378,-76.18474599999998,43.77297745833334,-75.572257625,43.872997,-74.99211899999997,32.0,87.93812938375571,98.58202248046787,4.82,0.91,9.35,8.37,680.17,-10.71,22.832527162327068,83.25,4.76,-2.46,1324.25,-15.36,11.72739286388522,98.97,17.39,0.21,6.43,2787.82,-14.62,5.570660946546047,24.09,43.23,-17.19,31.04,5290.66,-25.71,74.83,69.13,-26.48,44.18
2016-01-14 19:00:00,43.698498,-76.192543,43.78318609756096,-75.51869056097563,43.881794,-74.733887,19.5,84.4870008839017,98.2592365338817,4.82,0.91,9.35,8.37,684.55,-10.36,22.175151559418595,85.8,5.13,-1.56,1329.53,-15.16,11.417568614472785,98.7,16.3,3.92,1.71,2799.72,-13.28,5.421970768505422,19.45,44.69,-18.1,32.85,5303.82,-25.92,77.84,68.95,-25.13,42.79
2016-01-14 20:00:00,43.677303,-76.177658,43.682484894736845,-75.54477084210525,43.696621,-74.847099,15.0,85.89793062562174,99.28977045614235,4.82,0.91,9.35,8.37,681.86,-10.36,22.26263455841375,87.59,1.88,-1.46,1327.46,-14.98,11.43537281726003,72.0,14.2,5.38,4.95,2805.69,-12.26,5.4104337970338845,11.34,41.72,-13.95,22.39,5312.97,-25.36,67.14,70.79,-21.73,33.39
2016-01-14 21:00:00,43.603832,-76.201309,43.674195714285716,-75.54699632142858,43.744617,-74.849998,21.0,90.64151459514478,97.25980772800844,4.82,0.91,9.35,8.37,688.6,-10.27,21.91402846354923,80.21,5.51,-4.4,1334.23,-14.9,11.309894096220292,72.44,19.37,0.1,7.65,2812.44,-12.92,5.3654477962196525,33.17,40.79,-14.04,27.65,5325.02,-24.3,73.07,68.52,-26.5,45.27
2016-01-14 22:00:00,43.793827,-76.232231,43.77751129629629,-75.63453977777779,43.739697,-74.901237,6.5,78.05409436647489,96.55724853304119,4.82,0.91,9.35,8.37,692.77,-9.99,21.37794650461192,73.68,6.55,-2.7,1339.58,-14.22,11.055704026635214,70.06,17.94,0.35,8.77,2823.43,-12.44,5.245393014879066,42.43,39.63,-9.99,23.39,5337.49,-24.3,91.64,66.09,-22.68,41.34
2016-01-18 06:00:00,43.693615,-76.202087,43.55035203571428,-75.55577089285714,43.158703,-74.901459,18.5,84.76821672271467,97.4519525854448,4.07,0.87,17.33,10.4,662.0,-11.39,23.35347432024169,77.62,30.52,-5.47,1305.89,-15.33,11.838669413197131,74.71,40.54,3.87,37.69,2746.64,-24.74,5.628695424227421,98.22,14.4,10.38,28.48,5121.81,-38.51,20.77,25.96,34.22,5.23
2016-01-18 07:00:00,43.693714,-76.180176,43.62891516666666,-75.46873150000002,43.441933,-74.650475,20.5,84.83971435294572,99.20813675780396,4.07,0.87,17.33,10.4,664.63,-11.58,23.54693588914133,76.98,26.79,-4.56,1306.7,-16.5,11.976735287365118,51.14,36.79,-1.91,40.59,2739.13,-26.24,5.713492970395709,98.65,24.11,14.71,17.08,5106.05,-38.21,17.5,23.63,33.21,9.08
2016-01-18 08:00:00,43.698929,-76.19483199999998,43.632529324324324,-75.43516070270272,43.611248,-74.68405200000002,31.0,84.45036235144288,98.07987663644259,4.07,0.87,17.33,10.4,666.56,-11.75,23.733797407585218,66.46,25.35,-2.09,1307.34,-17.28,12.10090718558294,64.72,27.39,-4.32,41.96,2733.8,-26.96,5.786816884922087,71.31,27.82,7.0,25.95,5095.67,-37.96,16.98,26.83,27.39,2.88
2016-01-18 09:00:00,43.672588,-76.18,43.68355775000001,-75.8874629375,43.700039,-75.573868,24.0,86.19427805635496,99.07344912950936,4.07,0.87,17.33,10.4,664.72,-11.98,24.14550487423276,64.87,28.04,-5.07,1305.7,-16.9,12.292257026882131,68.35,22.91,-9.47,53.05,2733.23,-26.41,5.872173216304519,65.44,20.19,-0.92,40.96,5094.43,-38.21,20.03,27.86,20.49,10.68
2016-01-18 10:00:00,43.309093,-76.793976,43.329661793103455,-76.1896312413793,43.488705,-75.516006,18.0,124.60140682860643,60.51380158388206,4.07,0.87,17.33,10.4,663.74,-11.59,23.59357579775213,76.82,28.25,-6.17,1305.88,-16.48,11.99191349894324,79.27,23.95,-14.66,60.68,2732.41,-27.66,5.731204321459811,98.36,22.26,-15.71,62.17,5089.01,-38.31,20.27,30.28,11.64,23.49
2016-01-18 11:00:00,43.292137,-76.902519,43.17687606666666,-76.59147593333333,43.0228,-76.210785,24.5,131.49463885599312,54.798865062337434,4.07,0.87,17.33,10.4,661.13,-12.35,24.836265182339332,85.35,27.8,-4.47,1302.01,-16.86,12.611270266741425,83.9,20.93,-17.49,64.05,2725.76,-27.57,6.024007983094624,60.43,23.03,-13.47,58.36,5076.52,-39.26,22.37,29.08,5.58,31.42
2016-01-18 12:00:00,43.275978,-76.931213,43.11180150000001,-76.54118414285716,42.922821,-76.123367,27.0,134.53884545973145,54.34374988516229,4.07,0.87,17.33,10.4,668.08,-12.67,25.05687941563885,86.08,32.74,-4.75,1308.18,-17.04,12.79640416456451,82.1,24.4,-15.71,68.52,2729.83,-28.39,6.132249993589346,65.7,28.5,-16.79,70.05,5071.37,-40.86,31.12,27.24,-0.93,47.62
2016-01-18 13:00:00,43.32548900000001,-76.736191,43.13241670370371,-76.47594362962963,42.827755,-76.122681,17.5,120.82807198660272,63.429879784976045,4.07,0.87,17.33,10.4,673.8,-12.58,24.71059661620659,87.33,24.0,-6.91,1313.35,-17.64,12.677504092587656,84.59,22.36,-16.01,56.58,2732.86,-28.57,6.092518460513893,69.81,33.47,-14.58,54.56,5072.16,-41.57,33.38,25.7,-0.59,34.78
2016-01-18 14:00:00,43.270935,-76.909348,43.201814238095245,-76.45871880952383,43.034126,-76.00856800000003,8.5,133.66805161563997,55.99918532375364,4.07,0.87,17.33,10.4,679.1,-12.7,24.6944485348255,86.79,18.84,-5.39,1318.45,-17.77,12.71948120899541,82.65,20.95,-12.21,43.91,2736.49,-29.25,6.128288427876587,62.13,34.44,-12.32,44.07,5075.16,-42.34,31.86,26.23,2.16,23.59
2016-01-18 15:00:00,43.319794,-76.779655,43.22150173333332,-76.52101940000001,43.096741,-76.211426,12.5,123.057343968824,60.801448130210794,4.07,0.87,17.33,10.4,682.22,-12.71,24.596171323033627,88.13,19.21,-4.75,1321.34,-17.7,12.69922956998199,82.06,20.82,-12.19,44.41,2737.75,-30.07,6.129120628253128,62.89,36.71,-10.71,42.31,5076.16,-42.75,29.67,25.66,5.5,19.39
2016-01-18 16:00:00,43.368507,-76.64975,43.22412637931034,-76.29765351724137,43.018543,-75.900124,17.0,114.25106972827524,67.35533987881362,4.07,0.87,17.33,10.4,685.09,-12.53,24.230393087039662,89.15,18.25,-0.37,1323.71,-18.12,12.540511139146794,82.95,18.02,-8.42,37.72,2738.65,-30.48,6.061380607233491,66.71,35.93,-6.75,35.36,5074.83,-43.18,34.76,28.66,6.36,16.81
2016-01-18 17:00:00,43.347198,-76.671204,43.19393922222223,-76.19691383333333,43.008186,-75.64008299999998,29.0,116.7175532829628,66.83531505607449,4.07,0.87,17.33,10.4,682.86,-12.41,24.133790235187302,87.28,21.53,1.39,1321.79,-18.0,12.4679412009472,82.2,21.41,-3.52,35.43,2736.84,-30.83,6.021543093494688,72.35,29.29,-8.93,43.08,5071.02,-43.02,36.52,28.23,8.22,18.82
2016-01-18 18:00:00,43.336445,-76.69281,43.225973,-76.14403631250002,43.129627,-75.58210799999998,24.0,118.337081068036,65.85540647708339,4.07,0.87,17.33,10.4,680.39,-12.18,23.883361013536355,86.46,20.18,-2.5,1319.78,-17.96,12.31265817030111,81.39,20.41,-6.29,37.43,2733.26,-30.93,5.945281458770845,93.57,34.87,-7.75,39.5,5063.7,-42.65,35.17,27.7,8.86,16.01
2016-01-18 19:00:00,43.357632,-76.685905,43.22849125806453,-76.17074590322581,43.050411,-75.589462,14.5,116.28932258885143,65.25049829895548,4.07,0.87,17.33,10.4,682.25,-12.3,23.994137046537194,88.39,18.42,-2.68,1321.49,-17.8,12.387532255257323,82.7,19.4,-4.61,32.57,2736.77,-30.86,5.981503743464011,98.29,31.69,-9.47,39.44,5062.35,-42.76,35.52,25.53,4.84,19.21
2016-01-18 20:00:00,43.286621,-76.92417900000002,43.27097617073171,-76.16672958536586,43.218311,-75.16885400000002,28.5,133.2216828036988,53.92689320320746,4.07,0.87,17.33,10.4,681.52,-12.2,23.87310717220331,86.52,22.89,-1.52,1321.19,-17.69,12.31465572703396,97.52,22.95,-4.73,39.06,2738.93,-30.4,5.940275947176453,97.41,25.44,-8.71,44.69,5060.61,-42.96,36.3,27.93,-4.76,39.1
2016-01-18 21:00:00,43.258717,-77.054161,43.216597628571435,-75.98491925714283,43.174187,-74.850563,26.0,144.30665197615969,49.355600804823524,4.07,0.87,17.33,10.4,684.85,-12.24,23.815434036650363,87.08,34.16,0.79,1324.85,-17.34,12.310827640865007,84.42,33.28,-7.91,59.5,2746.25,-29.73,5.939007737824307,97.29,32.93,-17.67,73.3,5066.64,-43.16,37.02,31.93,-20.08,76.71
2016-01-18 22:00:00,43.258385,-77.46035,43.15621008823529,-76.39034235294119,43.138706,-75.089905,-9999.0,185.79032096828442,40.38749285675039,4.07,0.87,17.33,10.4,693.04,-12.5,23.909153872792334,84.82,27.81,-12.7,1331.82,-17.99,12.441621240107523,80.66,31.78,-18.6,65.63,2747.82,-30.59,6.0302348771025756,72.53,42.36,-10.86,54.69,5072.06,-42.64,34.78,31.92,-23.4,72.42
