DateTime [UTC],BandStart_Latitude,BandStart_Longitude,BandMidpoint_Latitude,BandMidpoint_Longitude,BandEnd_Latitude,BandEnd_Longitude,BandIntensity [dBZ],BandAz_LO1 [deg],BandRng_LO1 [km],WaterTemp_Ontario [degC],IceCover_Ontario [%],IceCover_Huron [%],IceCover_Erie [%],z_925mb [m],T_925mb [degC],dT/dz_water-925hPa [degC/km],RH_925mb [%],u_925mb [kt],v_925mb [kt],z_850mb [m],T_850mb [degC],dT/dz_water-850hPa [degC/km],RH_850mb [%],u_850mb [kt],v_850mb [kt],bulkshear_925-850hPa [kt],z_700mb [m],T_700mb [degC],dT/dz_water-700hPa [degC/km],RH_700mb [%],u_700mb [kt],v_700mb [kt],bulkshear_925-700hPa [kt],z_500mb [m],T_500mb [degC],RH_500mb [%],u_500mb [kt],v_500mb [kt],bulkshear_925-500hPa [kt]
2015-10-17 10:00:00,43.535946,-76.22332,43.35389555000001,-75.329963,43.234745,-74.595901,-9999.0,95.17507780950555,95.98174934592268,13.26,0.0,0.0,0.0,803.81,-2.83,20.017168236274742,74.37,6.59,-15.85,1467.96,-7.52,10.96078912231941,73.32,12.35,-14.75,30.18,2961.09,-14.01,5.433809847049567,43.55,23.59,-9.42,22.64,5437.26,-30.38,27.49,37.65,-12.4,26.86
2015-10-17 11:00:00,43.532036,-76.21719399999998,43.33464586666666,-75.37351126666667,43.143089,-74.490379,4.0,95.40099588105859,96.51867944033846,13.26,0.0,0.0,0.0,804.51,-1.72,18.62002958322457,68.59,7.45,-15.29,1470.55,-7.6,10.186664853286185,99.12,15.62,-13.79,30.04,2962.97,-14.46,5.055737992622268,33.73,22.43,-11.62,26.97,5438.25,-29.61,25.61,36.14,-13.87,30.15
2015-10-17 12:00:00,43.521149,-76.23201,43.34632557894738,-75.61854384210524,43.195889,-74.990135,1.5,96.200388545156,95.4723304113733,13.26,0.0,0.0,0.0,810.72,-1.56,18.280047365304913,64.15,7.17,-16.18,1476.62,-7.45,10.03643456000867,74.68,14.95,-17.09,34.31,2964.81,-15.17,4.9986339765448715,37.17,22.2,-12.7,28.1,5432.29,-30.14,19.75,34.44,-13.16,28.75
2015-10-17 13:00:00,43.518513,-76.217072,43.33936375,-75.83246806250001,43.176296,-75.413177,5.0,96.28551199454462,96.70286714550524,13.26,0.0,0.0,0.0,816.24,-1.11,17.605116142311086,58.38,7.55,-17.1,1483.09,-7.0,9.689229918615862,58.03,12.84,-16.28,33.7,2970.15,-15.64,4.838139487904651,55.3,23.37,-11.55,27.01,5436.76,-30.23,16.43,35.66,-11.93,27.55
2015-10-17 14:00:00,43.56590300000001,-76.202736,43.25989120588236,-75.6042333529412,42.989628,-75.002983,6.5,93.12400168747476,97.34480041028736,13.26,0.0,0.0,0.0,817.79,-1.43,17.963046747942624,66.92,6.55,-15.72,1484.12,-7.0,9.898121445705199,61.74,10.13,-16.88,33.14,2970.41,-15.94,4.945445241565979,64.36,23.26,-12.2,26.52,5440.28,-29.95,15.63,35.6,-10.08,23.52
2015-10-17 15:00:00,43.520275,-76.24410999999998,43.308832965517254,-75.7143985862069,43.105186,-75.176529,-9999.0,96.33093800960265,94.51674055992365,13.26,0.0,0.0,0.0,817.59,-2.22,18.93369537298646,78.68,7.83,-9.42,1482.35,-7.69,10.442877862852903,98.77,11.09,-11.06,26.71,2967.6,-16.32,5.216336433481602,61.53,22.4,-10.22,25.53,5435.07,-30.36,14.61,35.4,-10.51,25.94
2015-10-17 16:00:00,43.542065,-76.211487,43.41633731250001,-76.00987537500002,43.294449,-75.802109,21.5,94.7161480644381,96.86176505881262,13.26,0.0,0.0,0.0,822.08,-1.48,17.930128454651616,79.46,7.42,-8.57,1487.66,-7.51,9.908177943885027,99.22,8.97,-9.15,23.43,2972.4,-16.71,4.95895572601265,56.28,18.36,-10.86,25.85,5433.78,-30.94,14.66,34.38,-9.79,24.34
2015-10-17 17:00:00,43.55291,-76.205612,43.35791466666666,-75.88803740740741,43.160301,-75.54085500000002,26.5,93.98229822993632,97.22426496000284,13.26,0.0,0.0,0.0,821.25,-1.06,17.43683409436834,75.09,5.88,-5.45,1487.83,-7.31,9.624755516423248,95.11,8.19,-6.44,17.42,2970.2,-17.52,4.821224159989227,98.83,21.3,-11.69,24.85,5429.6,-31.25,15.1,33.93,-9.08,21.16
2015-10-17 18:00:00,43.591312,-76.189423,43.44836215789474,-75.90088563157894,43.276028,-75.59992199999998,-9999.0,91.43811815318978,98.26140581488579,13.26,0.0,0.0,0.0,819.16,-0.43,16.712241808682062,66.12,7.19,-7.41,1487.0,-6.88,9.206455951580363,92.12,7.78,-8.74,22.53,2969.18,-17.76,4.610700597471356,84.31,20.75,-10.48,24.99,5427.61,-31.27,16.88,33.05,-11.83,26.9
2015-10-17 19:00:00,43.566925,-76.200417,43.39847776,-75.81028712,43.191826,-75.377487,16.0,93.0498672608868,97.5233135197127,13.26,0.0,0.0,0.0,820.17,-0.42,16.679468890595853,67.24,8.21,-5.44,1488.64,-6.39,9.189595872742904,78.75,10.5,-6.22,20.41,2970.58,-18.85,4.605161281635236,80.41,18.49,-11.45,27.8,5424.35,-31.42,18.96,32.78,-12.09,28.71
2015-10-17 20:00:00,43.547997,-76.200249,43.41936595833334,-75.82406895833334,43.264893,-75.399406,-3.0,94.28007694017012,97.70179638702344,13.26,0.0,0.0,0.0,820.77,0.27,15.826601849482802,58.61,8.97,-7.61,1490.14,-6.29,8.717301730038788,80.91,9.12,-8.36,24.51,2973.3,-18.53,4.368883059227121,95.04,20.76,-9.64,26.32,5423.36,-32.01,20.98,30.98,-12.56,30.45
2015-10-17 21:00:00,43.542519,-76.215126,43.301409615384614,-75.5703876153846,43.081337,-74.89302099999998,23.0,94.70314764386801,96.5651549242117,13.26,0.0,0.0,0.0,822.05,0.16,15.935770330271883,60.18,9.96,-9.6,1491.56,-6.2,8.782750945318995,79.79,10.68,-11.66,30.58,2974.28,-18.56,4.404427289965975,98.47,20.35,-9.7,27.8,5417.87,-32.19,28.15,27.09,-12.76,32.13
2015-10-17 22:00:00,43.53479,-76.206024,43.3753396,-75.4498268,43.208912,-74.581848,-9999.0,95.16456546492223,97.38084873323557,13.26,0.0,0.0,0.0,822.09,0.07,16.044472016445887,60.3,11.89,-9.05,1491.91,-6.0,8.841015878973932,77.24,11.46,-11.86,33.59,2974.92,-18.96,4.433732671802939,98.73,17.79,-10.84,32.15,5420.64,-32.44,28.61,25.34,-15.2,38.31
2015-10-17 23:00:00,43.718391,-76.194244,43.33176447916667,-75.55431545833333,43.006996,-74.720169,15.5,83.19657162120127,98.32808241973244,13.26,0.0,0.0,0.0,827.24,-0.6,16.75450896958561,54.56,13.36,-10.08,1494.98,-6.76,9.271027037150999,77.21,13.55,-12.63,36.76,2975.77,-18.77,4.657618028275035,85.99,22.52,-11.94,35.78,5416.4,-32.76,27.46,25.35,-15.61,40.97
2015-10-17 23:00:00,43.577774,-76.193039,43.24570184615384,-75.49976950000001,42.936569,-74.706497,37.0,92.323393572755,98.04209602775342,13.26,0.0,0.0,0.0,827.24,-0.6,16.75450896958561,54.56,13.36,-10.08,1494.98,-6.76,9.271027037150999,77.21,13.55,-12.63,36.76,2975.77,-18.77,4.657618028275035,85.99,22.52,-11.94,35.78,5416.4,-32.76,27.46,25.35,-15.61,40.97
2015-10-18 00:00:00,43.575073,-76.193016,43.22466392156864,-75.48288150980393,42.814571,-74.67156999999997,16.5,92.49843914637164,98.06096090538448,12.96,0.0,0.0,0.0,827.35,-1.19,17.10279809028827,66.06,7.52,-12.3,1494.09,-7.16,9.470647685213073,75.03,9.21,-11.88,27.44,2975.43,-18.76,4.755615154784351,69.23,29.03,-12.01,27.62,5415.59,-33.56,26.5,25.66,-20.03,38.96
2015-10-18 01:00:00,43.537128,-76.211349,43.199602372881365,-75.47165152542374,42.847275,-74.700539,24.0,95.03830008572314,96.92734638868278,12.96,0.0,0.0,0.0,829.31,-1.59,17.544705839794528,72.2,7.52,-14.01,1495.67,-7.07,9.72808172925846,54.19,11.41,-14.43,31.04,2979.36,-18.46,4.883599162236185,63.68,30.04,-15.24,32.19,5420.49,-33.15,25.46,25.67,-19.82,38.66
2015-10-18 02:00:00,43.523392,-76.255981,43.35557243478261,-75.9267,43.163254,-75.610405,14.5,96.19312074754306,93.5249159081039,12.96,0.0,0.0,0.0,832.3,-1.85,17.794064640153792,80.15,5.89,-13.6,1497.97,-7.29,9.886713352069801,66.7,8.54,-16.49,31.65,2981.82,-18.29,4.966765264167521,79.84,28.34,-14.5,28.84,5423.37,-33.0,34.34,26.75,-19.26,35.57
2015-10-18 03:00:00,43.54306,-76.210709,43.33898079310346,-75.90048303448275,43.152374,-75.625343,15.0,94.6475064070158,96.91352791153075,12.96,0.0,0.0,0.0,833.3,-2.29,18.30073202928117,86.33,3.18,-11.59,1497.64,-7.79,10.1826874282204,69.54,8.74,-14.16,24.52,2979.77,-18.58,5.117844665863473,98.68,23.36,-11.44,20.68,5419.7,-33.34,36.63,28.41,-21.87,35.43
2015-10-18 04:00:00,43.517773,-76.262283,43.359193423076924,-76.02785315384617,43.210049,-75.772408,18.0,96.61255963031105,93.09933572839209,12.96,0.0,0.0,0.0,832.64,-1.95,17.906898539584937,84.76,-1.75,-10.53,1498.04,-7.29,9.95300526020667,64.01,6.34,-14.48,18.0,2981.23,-18.46,5.0012914132757285,99.13,20.49,-13.23,16.24,5419.36,-33.24,36.38,28.95,-23.83,31.23
2015-10-18 05:00:00,43.511131,-76.283234,43.32136170967741,-75.99866338709677,43.120815,-75.65594499999997,35.0,97.20683984745257,91.52499726270511,12.96,0.0,0.0,0.0,832.59,-1.98,17.944006053399633,78.36,-2.3,-8.0,1497.53,-7.4,9.976427851194968,62.86,6.84,-13.95,16.48,2980.53,-18.32,5.012531328320802,98.39,19.47,-13.95,16.48,5418.71,-32.93,32.96,31.23,-24.88,31.93
2015-10-18 06:00:00,43.511242,-76.262215,43.39549971428572,-76.05167209523809,43.27314000000001,-75.820351,12.0,97.05456883180288,93.2010585267265,12.96,0.0,0.0,0.0,829.65,-2.24,18.320978725968782,73.79,-2.36,-5.28,1493.96,-7.78,10.174301855471366,66.88,6.43,-10.99,12.2,2976.32,-18.34,5.106977744328566,94.61,21.33,-14.38,17.0,5417.76,-32.33,27.93,36.33,-26.48,34.11
2015-10-18 07:00:00,43.50895300000001,-76.283211,43.34450684615385,-75.982673025641,43.140385,-75.602226,21.5,97.35666423780718,91.56075906014506,12.96,0.0,0.0,0.0,828.36,-2.36,18.494374426577817,69.08,-1.04,-5.57,1492.35,-7.88,10.26568834388716,68.84,7.36,-10.13,12.86,2973.91,-18.6,5.151467260273512,94.29,21.94,-9.84,12.45,5417.21,-31.85,27.8,39.01,-29.67,40.49
2015-10-18 08:00:00,43.52232,-76.22328900000002,43.317030888888894,-75.91586869444444,43.164318,-75.58130600000001,18.5,96.07228813910656,96.15410851660708,12.96,0.0,0.0,0.0,828.19,-2.44,18.594766901314912,66.84,1.58,-4.23,1492.08,-7.99,10.321162404160637,70.48,8.82,-9.14,15.16,2972.56,-18.84,5.180719649056705,98.92,20.53,-4.79,9.01,5417.8,-31.27,23.94,41.22,-32.43,48.1
2015-10-18 09:00:00,43.511162,-76.277229,43.30254707499999,-75.93984645,43.092464,-75.575455,33.0,97.16284658432072,92.00378852394913,12.96,0.0,0.0,0.0,829.34,-2.02,18.062555767236596,52.26,2.78,-5.01,1494.34,-7.49,10.02449241805747,70.3,10.73,-11.65,20.41,2974.13,-18.49,5.036767054567218,82.6,25.0,-10.99,19.47,5420.64,-32.07,22.69,41.56,-31.24,48.11
2015-10-18 10:00:00,43.533188,-76.226395,43.250171017857134,-75.82583076785716,42.948513,-75.41806,19.5,95.37290814553292,95.76795191632748,12.96,0.0,0.0,0.0,831.41,-2.11,18.125834425854872,60.48,4.13,-3.74,1496.13,-7.39,10.072654114281512,80.34,9.74,-7.3,16.16,2976.87,-18.79,5.062364161014758,81.9,24.01,-12.45,23.45,5425.54,-32.31,23.29,38.31,-31.69,50.66
2015-10-18 11:00:00,43.517757,-76.265282,43.23314772881356,-75.80616918644068,42.900196,-75.275604,22.0,96.63285915624132,92.8599257030723,12.96,0.0,0.0,0.0,833.74,-3.33,19.53846522896826,76.59,9.58,-0.94,1497.12,-7.83,10.88089131131773,91.29,14.01,2.64,9.81,2977.97,-18.84,5.470169276386263,94.77,18.78,-12.5,31.23,5422.15,-32.52,20.29,39.15,-32.2,59.09
2015-10-18 12:00:00,43.513386,-76.268242,43.185975464285725,-75.74315926785714,42.808243,-75.151566,23.5,96.94964480549591,92.6875466827793,12.96,0.0,0.0,0.0,832.58,-3.18,19.385524514160803,96.76,14.48,0.66,1496.78,-7.53,10.783147823995511,94.37,23.29,-4.27,26.52,2979.96,-18.36,5.416180082954133,83.45,15.55,-10.49,35.31,5423.65,-32.77,20.09,38.53,-37.55,73.58
2015-10-18 13:00:00,43.51122700000001,-76.265221,43.19879747887325,-75.77919929577466,42.800175,-75.314835,32.5,97.07596581289049,92.96131015596072,12.96,0.0,0.0,0.0,839.92,-2.65,18.585103343175543,90.41,18.6,-2.72,1504.65,-7.47,10.374505698999767,86.01,15.3,-12.61,44.14,2986.17,-18.67,5.227431793903228,72.84,15.81,-12.56,44.07,5427.3,-33.35,21.18,36.96,-39.96,82.82
2015-10-18 14:00:00,43.53186,-76.220001,43.18568799999999,-75.75090246666667,42.813694,-75.21570600000003,25.0,95.42714795683922,96.29600680860823,12.96,0.0,0.0,0.0,842.34,-2.49,18.341762233777338,87.82,5.61,-10.73,1508.06,-6.99,10.244950466161825,81.01,7.59,-16.41,31.14,2991.23,-18.45,5.165099306974055,76.78,16.68,-19.85,36.01,5431.96,-32.81,15.2,28.0,-46.16,73.21
2015-10-18 15:00:00,43.537319,-76.21629300000002,43.28749793333331,-75.85036493333334,43.034988,-75.530502,7.5,95.04991566371622,96.5290051748476,12.96,0.0,0.0,0.0,847.63,-1.95,17.59022214881493,70.97,2.23,-10.91,1513.86,-6.92,9.848995283579724,73.82,8.04,-17.28,27.59,2996.92,-18.24,4.975107777318046,80.66,14.97,-17.98,28.58,5440.93,-31.66,12.39,26.57,-49.71,73.45
2015-10-18 16:00:00,43.509903,-76.257324,43.40465699999999,-76.12002035294117,43.290562,-75.963593,24.5,97.11184708172928,93.61189208029785,12.96,0.0,0.0,0.0,849.46,-1.65,17.19916182045064,74.48,5.39,-10.63,1514.79,-7.7,9.644901273443846,99.46,8.48,-17.58,32.48,2997.77,-17.49,4.873622726226495,54.9,15.17,-19.15,34.7,5453.66,-29.84,9.36,23.35,-52.59,82.0
2015-10-18 17:00:00,43.515091,-76.306168,43.37304208695653,-76.09178691304348,43.255394,-75.85880300000002,22.5,97.09219374844008,89.63383679644942,12.96,0.0,0.0,0.0,853.33,-1.28,16.687565185801507,66.93,9.96,-10.25,1519.33,-7.75,9.37255237506006,99.21,11.85,-11.95,30.99,3001.69,-17.16,4.743994216591321,44.26,15.25,-22.04,45.25,5463.81,-28.91,8.11,22.66,-61.47,101.02
2015-10-18 18:00:00,43.512508,-76.27986899999998,43.35029285714285,-76.07334709523809,43.184673,-75.832466,30.0,97.0887152987389,91.77248700143356,12.96,0.0,0.0,0.0,853.1,-1.07,16.445903176649868,67.11,12.15,-13.07,1519.48,-7.6,9.23342196014426,94.49,12.84,-12.98,35.54,3002.01,-17.03,4.67353539795004,33.84,15.39,-22.32,48.75,5473.34,-27.05,5.62,22.82,-68.13,113.53
2015-12-18 09:00:00,43.646317,-76.18718,43.67426548,-75.79780344000002,43.565556,-75.446556,15.0,87.87495695159082,98.38862836258923,7.45,0.5,1.7,0.0,711.98,-4.55,16.854406022641083,84.66,15.27,-1.94,1371.2,-8.97,8.751458576429405,98.85,17.2,-1.94,24.34,2871.64,-13.59,4.178796785112341,8.41,18.66,3.96,15.99,5370.35,-26.62,22.1,51.82,52.15,52.16
2015-12-18 10:00:00,43.684418,-76.1875,43.640209055555566,-75.6596368888889,43.578308,-75.179771,6.5,85.4128756138236,98.54854600914841,7.45,0.5,1.7,0.0,708.64,-4.52,16.89151049898397,81.47,14.49,-1.27,1367.45,-9.63,8.753519324289735,98.64,16.34,-1.43,22.51,2865.9,-14.16,4.176698419344708,13.21,18.34,4.56,14.04,5358.3,-27.28,38.9,47.87,49.23,49.13
2015-12-18 11:00:00,43.462097,-76.50810200000002,43.42235409999999,-76.3820671,43.376625,-76.241074,11.0,103.26752155408329,74.73526269708891,7.45,0.5,1.7,0.0,710.28,-4.58,16.936982598411895,80.64,15.08,0.51,1368.61,-10.09,8.789940158262764,94.84,16.44,1.51,19.19,2864.37,-14.57,4.199876412614293,20.36,18.69,-0.05,21.4,5343.95,-28.68,61.17,47.04,46.33,44.19
2015-12-18 12:00:00,43.51239,-76.30238299999998,43.44408533333334,-76.16055866666666,43.3694,-75.997658,16.0,97.25498447251614,89.97736841110851,7.45,0.5,1.7,0.0,717.03,-4.81,17.09830829951327,82.03,13.93,2.06,1375.0,-10.53,8.916363636363636,92.7,16.56,1.82,17.13,2868.9,-14.93,4.273414897695981,25.01,21.19,1.55,17.51,5332.74,-30.75,64.8,42.53,38.73,35.07
2015-12-18 13:00:00,43.540077,-76.208809,43.50531324999999,-76.03563058333333,43.459473,-75.881897,13.5,94.83360042762042,97.09800900728943,7.45,0.5,1.7,0.0,710.19,-5.05,17.60092369647559,84.01,14.7,2.81,1367.69,-10.26,9.139497985654643,98.84,16.73,0.26,20.42,2860.62,-14.79,4.369682096888087,23.02,20.62,2.7,16.97,5322.37,-30.89,60.07,41.35,36.75,31.18
2015-12-18 14:00:00,43.55917700000001,-76.19770799999998,43.52463433333333,-75.85215385185184,43.50307100000001,-75.51059000000002,16.5,93.54445022191256,97.8029139653646,7.45,0.5,1.7,0.0,710.61,-4.79,17.224637987081522,82.39,14.83,4.34,1368.78,-10.24,8.942269758471047,98.95,19.51,0.16,20.75,2861.46,-15.18,4.277536642133736,23.15,25.1,5.23,13.58,5316.04,-32.05,64.18,38.13,27.56,18.0
2015-12-18 15:00:00,43.559128,-76.208977,43.53176242105264,-75.99758142105264,43.467747,-75.806931,14.0,93.58860658053517,96.8985725250754,7.45,0.5,1.7,0.0,712.17,-4.4,16.639285563840097,78.63,15.25,5.79,1370.76,-10.59,8.644839359187605,99.32,20.74,1.98,18.77,2861.64,-15.39,4.140982094183755,19.91,27.42,5.03,14.45,5312.45,-32.72,65.37,36.24,22.3,9.97
2015-12-18 16:00:00,43.523472,-76.264961,43.46697117391303,-76.00621995652173,43.45692800000001,-75.698181,9.5,96.2420008449424,92.80569999213476,7.45,0.5,1.7,0.0,708.8,-4.07,16.252821670428894,77.09,17.92,6.13,1368.27,-10.29,8.419390909688877,95.28,22.16,6.21,16.56,2855.93,-15.95,4.033712310875967,16.28,26.69,7.73,14.41,5305.54,-32.87,60.19,35.33,18.51,0.83
2015-12-18 17:00:00,43.531822,-76.227509,43.46579234615385,-76.04629523076923,43.345276,-75.806671,19.0,95.46905597838976,95.6952282732975,7.45,0.5,1.7,0.0,708.04,-4.11,16.326761199932207,80.28,15.76,4.76,1367.53,-10.22,8.453196639196216,97.47,22.25,6.19,13.53,2851.59,-16.35,4.053878713279258,13.5,29.43,10.4,7.58,5296.49,-33.64,61.54,35.24,18.07,3.27
2015-12-18 18:00:00,43.594574,-76.194252,43.482429694444455,-75.9063698611111,43.34258300000001,-75.582138,0.0,91.23509791458528,97.85928268214712,7.45,0.5,1.7,0.0,698.95,-3.72,15.98111452893626,77.49,14.26,5.43,1359.45,-9.84,8.216558166905733,98.82,18.35,6.1,11.54,2842.17,-16.68,3.930095666339452,15.4,30.0,10.08,5.91,5284.1,-34.11,63.6,32.63,19.98,8.09
2015-12-18 19:00:00,43.64902100000001,-76.19096400000002,43.52925927272726,-75.83183427272729,43.402275,-75.45468100000002,-3.0,87.69551072629343,98.09165384392806,7.45,0.5,1.7,0.0,696.02,-3.49,15.717939139679897,76.52,15.9,6.3,1357.08,-9.57,8.061426002888556,96.26,18.73,7.19,12.32,2835.33,-17.27,3.858457392966604,35.29,30.14,11.42,6.34,5275.41,-34.56,64.06,30.78,20.34,6.28
2015-12-18 20:00:00,43.63271,-76.187057,43.52666924999998,-75.80621960714286,43.385765,-75.376099,2.0,88.7555514586941,98.37632684333117,7.45,0.5,1.7,0.0,696.9,-3.9,16.286411249820635,76.61,13.98,4.86,1357.21,-9.84,8.362744158973188,94.11,17.68,5.05,12.63,2833.09,-17.48,4.006226417092291,41.24,28.99,9.59,6.21,5268.9,-35.07,62.11,32.57,19.47,7.76
2015-12-18 21:00:00,43.706139,-76.198975,43.58813709090911,-75.79551236363638,43.421074,-75.349693,-2.0,83.96662731735572,97.81748501269828,7.45,0.5,1.7,0.0,696.93,-3.3,15.42479158595555,67.42,17.74,7.38,1358.25,-9.48,7.914595987483895,82.2,22.61,7.19,14.92,2833.28,-17.39,3.7941890670883214,45.59,29.97,9.83,11.19,5268.35,-35.43,63.01,34.99,21.75,5.67
2015-12-18 22:00:00,43.711597,-76.195259,43.677733,-76.00781316666666,43.636524,-75.76216099999998,8.0,83.62987531399455,98.17136409402892,7.45,0.5,1.7,0.0,697.63,-3.36,15.495319868698308,71.27,17.17,4.85,1358.72,-9.63,7.956017428167688,88.9,21.16,5.77,16.12,2830.1,-17.91,3.8196530157944952,46.6,28.63,10.87,8.91,5259.26,-35.71,70.43,33.0,26.57,13.29
2015-12-18 23:00:00,43.439877,-76.56777199999998,43.33682073333333,-76.43611846666668,43.297535,-76.274002,3.0,106.14468665051656,70.74304694253527,7.45,0.5,1.7,0.0,705.07,-4.19,16.5089991064717,77.33,21.09,3.8,1364.48,-10.08,8.530722326454034,88.29,22.26,6.3,20.92,2831.15,-18.59,4.111403493280116,42.74,27.36,10.82,14.52,5252.45,-36.55,69.94,31.28,26.42,7.54
2015-12-19 00:00:00,43.497944,-76.441055,43.46235370588236,-76.23971276470587,43.442928,-75.979301,29.0,99.52705021633095,79.19367928053437,7.35,0.7,2.6,0.0,707.35,-5.13,17.643316604227046,82.29,23.74,3.51,1365.19,-10.47,9.141584687845647,82.03,25.07,4.39,27.37,2829.09,-19.31,4.411312471501437,64.87,28.29,12.34,16.12,5246.0,-37.29,66.99,31.42,25.37,2.31
2015-12-19 01:00:00,43.520535,-76.306221,43.40632116666665,-75.84180663888887,43.285027,-75.361649,19.0,96.7091266174832,89.54895389718011,7.35,0.7,2.6,0.0,711.59,-5.93,18.66243201843758,88.14,25.64,-1.44,1367.39,-11.19,9.711932952559254,73.63,27.7,-2.42,39.68,2828.53,-19.24,4.695018260368459,41.57,26.36,12.55,18.51,5243.84,-37.6,47.18,29.38,21.38,6.02
2015-12-19 02:00:00,43.550926,-76.216415,43.48329841176471,-75.81863176470588,43.407623,-75.409706,16.0,94.15626935774381,96.37624236628864,7.35,0.7,2.6,0.0,711.27,-5.88,18.60053144375554,68.99,23.74,0.26,1366.39,-11.74,9.682447910186697,59.47,29.15,-3.2,38.1,2822.9,-19.84,4.686669736795494,58.57,27.78,13.91,13.9,5235.05,-37.7,29.58,26.9,11.99,16.62
2015-12-19 03:00:00,43.57278400000001,-76.197823,43.45590625,-75.55608815789475,43.281971,-74.785934,17.5,92.66058095597349,97.68982227408932,7.35,0.7,2.6,0.0,715.83,-5.97,18.60777000125728,75.97,23.85,2.88,1370.48,-11.95,9.719222462203025,80.92,29.78,0.39,33.18,2823.87,-21.15,4.716931020195689,67.1,30.53,11.42,17.58,5231.26,-37.77,36.91,24.37,4.17,27.83
2015-12-19 04:00:00,43.621788,-76.194489,43.462671352941186,-75.48388479411767,43.22488,-74.79424300000002,33.0,89.46429229080738,97.77749796144577,7.35,0.7,2.6,0.0,718.55,-6.68,19.525433164010856,89.12,24.53,0.91,1372.97,-11.68,10.21872291455749,86.21,24.99,0.14,34.49,2824.62,-22.26,4.967039814205097,75.85,31.46,2.33,31.4,5230.72,-37.75,38.72,22.53,1.89,32.02
2015-12-19 05:00:00,43.657169,-76.19479399999999,43.58666033333333,-75.59236896666665,43.478909,-74.921799,23.0,87.16067705662412,97.8112286369734,7.35,0.7,2.6,0.0,724.35,-7.44,20.418306067508798,93.5,25.24,-7.45,1376.49,-12.81,10.744720266765468,98.97,26.66,-10.33,50.3,2826.89,-21.7,5.2318979514590245,32.69,32.22,1.7,33.29,5231.12,-37.59,25.97,28.41,-0.44,36.32
2015-12-19 06:00:00,43.730579,-76.210487,43.56523037777777,-75.48714531111109,43.455994,-74.472153,30.0,82.32238909429255,97.18294899883327,7.35,0.7,2.6,0.0,724.36,-8.41,21.757137335026783,82.92,31.06,-5.67,1374.42,-13.49,11.46665502539253,86.25,30.94,-10.0,58.07,2825.62,-21.52,5.577536965338581,22.24,30.73,-1.95,46.68,5233.21,-36.06,14.25,31.95,-12.3,61.32
2015-12-19 07:00:00,43.597279,-76.198036,43.54998405797101,-75.27670388405795,43.505833,-74.30603,25.0,91.0651198721937,97.54452275784227,7.35,0.7,2.6,0.0,727.74,-8.25,21.436227224008572,88.96,31.84,-0.49,1377.99,-13.6,11.320836871094855,84.96,33.71,-8.95,57.69,2831.82,-21.05,5.5088247134351755,94.1,37.68,-6.6,54.36,5248.36,-34.04,17.46,33.6,-18.34,70.97
2015-12-19 08:00:00,43.492348,-76.463493,43.4210489764706,-75.29352337647055,43.30447,-73.914108,25.0,100.21579480709087,77.52904234533702,7.35,0.7,2.6,0.0,731.06,-7.77,20.682296938691763,83.63,29.6,0.84,1382.04,-13.34,10.940349049231571,84.24,33.02,-6.97,51.72,2838.33,-20.97,5.327076132796398,38.76,38.22,-6.58,51.17,5257.68,-33.6,22.83,35.26,-15.53,63.82
2015-12-19 09:00:00,43.59182,-76.20174399999998,43.50091384705884,-75.3959405764706,43.411297,-74.368134,26.5,91.42808658847325,97.26833832384993,7.35,0.7,2.6,0.0,735.15,-7.53,20.24076719036931,81.21,29.87,-0.92,1386.22,-13.55,10.734226890392577,92.32,34.24,-8.15,53.77,2840.8,-20.98,5.237961137707687,34.95,40.66,-3.35,46.98,5266.08,-33.76,32.2,40.37,-17.28,66.68
2015-12-19 10:00:00,43.73063300000001,-76.199188,43.555589218390814,-75.34226662068967,43.332684,-74.396034,17.0,82.38207825311227,98.0845042541538,7.35,0.7,2.6,0.0,734.74,-7.3,19.9390260500313,81.69,28.48,-3.4,1386.13,-13.45,10.568994250178553,90.62,32.34,-8.21,51.89,2841.44,-20.76,5.155836477279125,27.9,42.64,-1.83,42.86,5272.62,-33.69,44.92,43.15,-22.92,72.69
2015-12-19 11:00:00,43.665745,-76.188103,43.62225173469387,-75.37535212244897,43.45977,-74.393623,-9999.0,86.6169441058461,98.38643637567877,7.35,0.7,2.6,0.0,735.28,-7.48,20.169187248395172,85.76,28.39,-4.58,1386.68,-13.21,10.694608705685521,88.45,32.72,-6.8,49.77,2843.42,-20.25,5.215550288033424,25.0,41.74,-0.23,40.47,5283.0,-33.39,54.54,41.97,-27.57,79.14
2015-12-19 12:00:00,43.716694,-76.206184,43.62965795238095,-75.25314859523809,43.623985,-74.254974,3.0,83.24827232474681,97.35478054505279,7.35,0.7,2.6,0.0,740.25,-7.7,20.330969267139483,80.29,27.18,-4.6,1390.9,-13.47,10.82033215903372,78.44,32.44,-8.68,50.71,2848.86,-19.76,5.2828148803381,25.09,40.89,-3.28,43.08,5293.8,-32.95,50.06,40.32,-29.41,80.03
